OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC,POSSIBLE_CAUSES,SUGGESTION
AGV_NODE,34,1,Vehicle is not in moving-step reject avoid.,車輛不處於移動步驟，拒絕迴避。,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,35,1,Vehicle is not pause by reserve reject avoid.,車輛不會因後備拒絕而暫停行駛。,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,36,1,Exception happened in avoid-check.,避免檢查中發生異常。,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,37,2,Get EMS from AGVC.,AGVC下EMS,"1.查看 AGVC 狀態
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,38,1,Interlock error when loadunload and retry count = 0.,當loadunload和retry count = 0時發生互鎖錯誤。,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,39,1,PositionError,"AGV進行台車補正確認時, 如果手臂補正通知 Fail, 則會發此警告","1.查看手臂補正值, 進行 Jogpitch 移動
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,40,1,SendWaitTimeout,發送等待超時,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100000,2,MoveControl Exception,MoveControl主Thread跳Exception,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100001,1,Send PLC to Stop AGV,"通知PLC斷電
1.台車要求斷284V","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100002,2,Command out of trigger range,"超過觸發區間
1.送出移動命令時台車不在預定的位置","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100100,2,Move : Initail Wheel Angle Timeout,"Move_啟動前旋轉角度不到位
1.旋轉輪角度不在預定位置
2.台車輪子旋轉不順","1.查看Log (可察看扭力值)
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100101,2,Move : Enable allAxis Timeout,"Move_EnableTimeout
1.ServoOn所有走行輪子timeout","1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,100200,1,Reserve : Get Reserve with MoveControl Idle,Reserve_在Idle下取得Reserve,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100201,1,Reserve : Get Reserve position not math,Reserve_取得不匹配的Reserve點,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100202,2,Reserve : Command's Reserve out of ReserveList's Range,"Reserve_指令動作的ReserveIndex超過ReserveList範圍
1.要的Reserve長度不匹配","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100300,2,SlowStop : Timeout,SlowStop_Timeout,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100400,2,STurn : AGV turning too fast,TR_入彎超速,"1.查看Log (可察看扭力值,速度值,馬達position)
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100401,2,STurn : AGV turning too slow,TR_入彎過慢,"1.查看Log (可察看扭力值,速度值,馬達position)
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100402,1,STurn : AGV turning with GroupTurn not Ready,STurn_GT動作中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100403,2,STurn : AGV turning with wrong path,STurn_不再路徑上,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100404,2,STurn : one of wheels turning too slow,STurn_舵輪旋轉過慢,"1.查看Log (可察看扭力值,速度值,馬達position)
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100405,2,STurn : stop in STurn feature distable,STurn_未開啟TR中停止,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100406,2,STurn : continue in STurn feature distable,STurn_未開啟STurn中重新啟動,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100500,2,RTurn : AGV turning too fast,RTurn_入彎超速,"1.查看Log (可察看扭力值,速度值,馬達position)
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100501,2,RTurn : AGV turning too slow,RTurn_入彎過慢,"1.查看Log (可察看扭力值,速度值,馬達position)
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100502,2,RTurn : Virtual Axis not Link,RTurn_虛擬軸沒有Link,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,100503,2,RTurn : Turn direction format error,RTurn_轉向資料格式錯誤,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100504,2,RTurn : stop in RTurn feature distable,RTurn_未開啟RTurn中重新啟動,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100505,2,RTurn : RTurn Control timeout,RTurn_流程Timeout,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100506,2,RTurn : stop in can't continue step,RTurn_停止在無法再啟動步驟,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100507,2,RTurn : continue in RTurn feature distable,RTurn_未開啟RTurn中停止,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100600,2,StopAndClear : Timeout,StopAndClear_Timeout,"1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,100700,1,SecondCorrection : Timeout,End_SecondCorrectionTimeout,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,100701,1,SecondCorrection : Disable Timeout,End_DisableTimeout,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,101000,2,MoveMethod Initail Fail,MoveMethod層_初始化失敗,"1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,101001,2,MoveMethod Driver Command Fail,MoveMethod層_DriverReturnFalse,"1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,101100,2,MotionDriver_Elmo Initail Fail,"MotionDriver_Elmo初始化失敗
1. ELMO 控制器異常","1.切回手動，清除異常後，進入Jogpitch頁面使用 Reset 進行重新連線
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作
4. 更換ELMO相關元件"
AGV_NODE,101101,2,MotionDriver_Elmo Connect Fail,"MotionDriver_Elmo連線失敗
1. ELMO控制器連線失敗","1.切回手動，清除異常後，進入Jogpitch頁面使用 Reset 進行重新連線
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作
4. 更換ELMO相關元件"
AGV_NODE,101102,2,MotionDriver_Elmo Axis Setting format error,"MotionDriver_Elmo軸設定資料格式錯誤
1. 程式無法正常讀取xml 設定資料
2. 設定檔XML損毀會遺失
","1.程式重新開啟
2.重新取得設定檔資料再開啟程式"
AGV_NODE,101103,2,MotionDriver_Elmo Bulk Exception,"MotionDriver_ElmoBulkException
1.程式從ELMO控制器取得bulk 資料出錯","1.切回手動，清除異常後，進入Jogpitch頁面使用 Reset 進行重新連線
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作
4. 調整網路線, 更換ELMO相關元件"
AGV_NODE,101104,2,MotionDriver_Elmo Disconnect : IPC witch controler,"MotionDriver_Elmo斷線IPC與控制卡
1.程式與Elmo斷線造成台車急停","1.切回手動，清除異常後，進入Jogpitch頁面使用 Reset 進行重新連線
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作
4. 調整網路線, 更換ELMO相關元件"
AGV_NODE,101105,2,MotionDriver_Elmo Disconnect : controler witch driver,"MotionDriver_Elmo斷線控制卡與Driver
1.程式收到ELMO控制器與驅動器斷線,造成台車急停","1.切回手動，清除異常後，進入Jogpitch頁面使用 Reset 進行重新連線
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作
4. 調整網路線, 更換ELMO相關元件"
AGV_NODE,101106,1,ElmoAlarmCode,"Elmo警報代碼
1.收到ELMO發出的異常","1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101110,1,MotionDriver Axis Error,"MotionDriver_Elmo軸異常
1.有任一軸有異常就會發出","1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101111,1,MotionDriver Axis XFL Error,MotionDriver_Elmo軸異常_XFL ,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101112,1,MotionDriver Axis XFR Error,MotionDriver_Elmo軸異常_XFR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101113,1,MotionDriver Axis XRL Error,MotionDriver_Elmo軸異常_XRL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101114,1,MotionDriver Axis XRR Error,MotionDriver_Elmo軸異常_XRR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101115,1,MotionDriver Axis TFL Error,MotionDriver_Elmo軸異常_TFL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101116,1,MotionDriver Axis TFR Error,MotionDriver_Elmo軸異常_TFR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101117,1,MotionDriver Axis TRL Error,MotionDriver_Elmo軸異常_TRL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101118,1,MotionDriver Axis TRR Error,MotionDriver_Elmo軸異常_TRR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101119,1,MotionDriver Axis VXFL Error,MotionDriver_Elmo軸異常_VXFL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101120,1,MotionDriver Axis VXFR Error,MotionDriver_Elmo軸異常_VXFR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101121,1,MotionDriver Axis VXRL Error,MotionDriver_Elmo軸異常_VXRL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101122,1,MotionDriver Axis VXRR Error,MotionDriver_Elmo軸異常_VXRR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101123,1,MotionDriver Axis VTFL Error,MotionDriver_Elmo軸異常_VTFL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101124,1,MotionDriver Axis VTFR Error,MotionDriver_Elmo軸異常_VTFR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101125,1,MotionDriver Axis VTRL Error,MotionDriver_Elmo軸異常_VTRL,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101126,1,MotionDriver Axis VTRR Error,MotionDriver_Elmo軸異常_VTRR,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101127,1,MotionDriver Axis XFL Error,MotionDriver_Elmo軸異常_GX,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,101128,1,MotionDriver Axis XFL Error,MotionDriver_Elmo軸異常_GT,"1.查看異常碼 ec,mf 並對照驅動器異查碼手冊
2.切回手動，清除異常後，在做原點復歸動作,然後上線"
AGV_NODE,102000,2,LocateControl Initail Fail,"LocateControl初始化失敗
1.SR2000啟動失敗","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.更換SR2000"
AGV_NODE,102100,2,LocateDriver_BarcodeMapSystem Initail Fail,"LocateDriver_Sr2000初始化失敗
1.SR2000啟動失敗","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.更換SR2000"
AGV_NODE,102101,2,LocateDriver_BarcodeMapSystem Connect Fail,"LocateDriver_Sr2000連線失敗 
1.SR2000啟動失敗","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.更換SR2000"
AGV_NODE,102102,1,LocateDriver_BarcodeMapSystem data format error,"LocateDriver_Sr2000回傳資料格式錯誤
1.Barcode有損毀造成讀取失敗(或單純讀取失敗)
2.CRC check error","1.找到相對應的Barcode 確認狀態, 更換或去除掉有問題的Barcode"
AGV_NODE,102103,1,LocateDriver_BarcodeMapSystem LON Exception,"LocateDriver_BarcodeMapSystemTriggerException
1.SR2000 LON失敗","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.更換SR2000"
AGV_NODE,102104,1,LocateDriver_BarcodeMapSystem Error,"LocateDriver_BarcodeMapSystemError
1.SR2000 其他異常","1.查看異常碼 
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作
4.更換SR2000"
AGV_NODE,102200,2,LocateDriver_SLAM_Sick Initail Fail,"LocateDriver_SLAM_Sick初始化失敗
1.SLAM系統啟動失敗","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.進到SLAM頁面查看狀況"
AGV_NODE,102201,2,LocateDriver_SLAM_Sick Connect Fail,"LocateDriver_SLAM_Sick連線失敗 
1.SLAM系統連線異常","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.進到SLAM頁面查看狀況"
AGV_NODE,102202,2,LocateDriver_SLAM_Sick data format error,"LocateDriver_SLAM_Sick資料格式錯誤 
1.SLAM回傳資料錯誤 timeout 或是 crc check 異常","1.程式關閉重新開啟
2.台車斷電重開進行整體復歸動作
3.進到SLAM頁面查看狀況"
AGV_NODE,102203,1,LocateDriver_SLAM_Sick wrong locate,"LocateDriver_SLAM_Sick經度迷航 
1.定位精度異常","1..進到SLAM頁面查看狀況，切回手動，台車進行重新定位，進行復歸後上線
2.程式關閉重新開啟
3.台車斷電重開進行整體復歸動作"
AGV_NODE,103000,1,CreateMoveCommandList Fail,"命令分解失敗 
1.路線命令分解錯誤",切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,103100,1,Can't Override : Can't Pause now,拒絕Override_當下不能Pause ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,103101,2,Can't Override : Override Timeout,拒絕Override_Timeout,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104000,1,Can't Auto : MoveControl Status is not Idle,不能Auto_MoveControl不在Idle狀態,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104001,1,Can't Auto : Motion Driver Disconnect,不能Auto_MoveCommandControlIntailFail ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104002,1,Can't Auto : MoveCommandControl Intail Fail,不能Auto_MotionDriverDisconnect ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104003,1,Can't Auto : Closing program,不能Auto_程式關閉中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104004,1,Can't Auto : Axis Error,不能Auto_有軸異常,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104005,1,Can't Auto : Wait ResetAlarm Finish,不能Auto_ResetAlarm中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104006,1,Can't Auto : JogPitch Action,不能Auto_JogPitch控制中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104007,1,Can't Auto : LocateControl Intail Fail,不能Auto_LocateControlIntailFail ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104008,1,Can't Auto : Locate Driver Disconnect,不能Auto_LocateDriverDisconnect ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104009,1,Can't Auto : Locate Driver Error,不能Auto_LocateDriverError ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104010,1,Can't Auto : AutoAction Fail,不能Auto_AutoActionFail,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104100,1,Reject Move Command : MovecmdInfo data error,拒絕移動命令_資料格式錯誤 ,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104101,1,Reject Move Command : Closing Program,拒絕移動命令_程式關閉中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104102,1,Reject Move Command : MoveControl Status is not Idle,拒絕移動命令_MoveControl不在Idle狀態,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104103,1,Reject Move Command : Charging,"拒絕移動命令_充電中
1.充電中不能移動",等待AGV充滿電即可恢復正常
AGV_NODE,104104,1,Reject Move Command : Fork isn't in home Status,"拒絕移動命令_Fork不在Home點
1. 台車未處於自動狀態",切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104105,1,Reject Move Command : MoveControl driver disconnect,拒絕移動命令_MoveControl有Driver狀態不是Ready,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104106,1,Reject Move Command : No current coordinates,"拒絕移動命令_迷航中
1.定位異常","1.台車重新定位
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
2.觀察SLAM是否正常運作。"
AGV_NODE,104107,1,Reject Move Command : Not is start position,拒絕移動命令_和起點座標偏差過大,"1.台車重新定位
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
2.觀察SLAM是否正常運作。"
AGV_NODE,104108,1,Reject Move Command : Not is start AGV angle,拒絕移動命令_和起點車姿角度偏差過大,"1.台車重新定位
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
2.觀察SLAM是否正常運作。"
AGV_NODE,104109,1,Reject Move Command : in cancel flow,拒絕移動命令_Cancel流程中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104110,1,Reject Move Command : in AutoRetry flow,拒絕移動命令_在自動重試流程中,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104200,2,SafetyStop : Fork isn't in home Status,"安全保護停止_Fork不在Home點
1.台車自動狀態訊號 Off
2.台車未處於自動狀態",切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104201,2,SafetyStop : Charging,"安全保護停止_充電中
1.台車充電訊號On",切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104202,2,SafetyStop : Excessive angular deviation,"安全保護停止_角度偏差過大
1.定位資料不穩
2.走行控制偏差","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,104203,2,SafetyStop : Excessive section deviation,"安全保護停止_軌道偏差過大
1.定位資料不穩
2.走行控制偏差","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,104204,2,SafetyStop : Too long not read barcode (turn),"安全保護停止_出彎過久沒取得定位資料
1.定位資料不穩
2.走行控制偏差","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,104205,2,SafetyStop : Too long not read barcode (line),"安全保護停止_直線過久沒取得定位資料
1.定位資料不穩
2.走行控制偏差","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,104206,2,SafetyStop : AGV Stop without reason,安全保護停止_AGV默停,"1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,104207,2,SafetyStop : Velocity change error,"安全保護停止_速度變化異常
1.速度曲線變化不符預期變化","1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
3.調整ELMO驅動器內的馬達Gain值"
AGV_NODE,104208,2,SafetyStop : Axis error,安全保護停止_軸異常,"1.查看Log
2.切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線"
AGV_NODE,104209,2,SafetyStop : LocateControl Error,安全保護停止_定位Control異常,"1.切回手動，清除異常後，在做原點復歸動作,然後上線
2.觀察定位裝置是否正常運作。"
AGV_NODE,104210,2,SafetyStop : Stop Request,安全保護停止_人為控制,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104211,2,SafetyStop : Bumper Stop,安全保護停止_Bumper觸發,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
AGV_NODE,104212,2,SafetyStop : EMO Stop,安全保護停止_EMO觸發,切回手動，清除異常後，確認AGVC命令，然後進行復歸重新上線
